# Time (s), Martensite Fraction
1.914319999999999217e-02,0.000000000000000000e+00
1.928359999999999103e-02,0.000000000000000000e+00
1.942399999999998988e-02,0.000000000000000000e+00
1.956439999999998874e-02,0.000000000000000000e+00
1.970479999999998760e-02,0.000000000000000000e+00
1.984519999999998646e-02,0.000000000000000000e+00
1.998559999999998532e-02,0.000000000000000000e+00
2.003999999999999879e-02,0.000000000000000000e+00
2.017899999999999902e-02,0.000000000000000000e+00
2.031799999999999926e-02,0.000000000000000000e+00
2.045699999999999949e-02,0.000000000000000000e+00
2.059599999999999972e-02,0.000000000000000000e+00
2.073499999999999996e-02,0.000000000000000000e+00
2.087400000000000019e-02,0.000000000000000000e+00
2.101300000000000043e-02,0.000000000000000000e+00
2.115200000000000066e-02,0.000000000000000000e+00
2.129100000000000090e-02,0.000000000000000000e+00
2.143000000000000113e-02,0.000000000000000000e+00
2.156900000000000137e-02,0.000000000000000000e+00
2.170800000000000160e-02,0.000000000000000000e+00
2.184700000000000183e-02,0.000000000000000000e+00
2.198600000000000207e-02,0.000000000000000000e+00
2.198999999999999913e-02,0.000000000000000000e+00
2.213019999999999918e-02,0.000000000000000000e+00
2.227039999999999922e-02,0.000000000000000000e+00
2.241059999999999927e-02,0.000000000000000000e+00
2.255079999999999932e-02,0.000000000000000000e+00
2.269099999999999936e-02,0.000000000000000000e+00
2.283119999999999941e-02,0.000000000000000000e+00
2.297139999999999946e-02,0.000000000000000000e+00
2.311159999999999951e-02,0.000000000000000000e+00
2.325179999999999955e-02,0.000000000000000000e+00
2.339199999999999960e-02,0.000000000000000000e+00
2.353219999999999965e-02,0.000000000000000000e+00
2.367239999999999969e-02,0.000000000000000000e+00
2.381259999999999974e-02,0.000000000000000000e+00
2.395279999999999979e-02,0.000000000000000000e+00
2.400000000000000050e-02,0.000000000000000000e+00
2.414039999999999936e-02,0.000000000000000000e+00
2.428079999999999822e-02,0.000000000000000000e+00
2.442119999999999708e-02,0.000000000000000000e+00
2.456159999999999594e-02,0.000000000000000000e+00
2.470199999999999479e-02,0.000000000000000000e+00
2.484239999999999365e-02,0.000000000000000000e+00
2.498279999999999251e-02,0.000000000000000000e+00
2.512319999999999137e-02,0.000000000000000000e+00
2.526359999999999023e-02,0.000000000000000000e+00
2.540399999999998909e-02,0.000000000000000000e+00
2.554439999999998795e-02,0.000000000000000000e+00
2.568479999999998681e-02,0.000000000000000000e+00
2.582519999999998567e-02,0.000000000000000000e+00
2.596559999999998453e-02,0.000000000000000000e+00
2.602000000000000146e-02,0.000000000000000000e+00
2.616020000000000151e-02,0.000000000000000000e+00
2.630040000000000155e-02,0.000000000000000000e+00
2.644060000000000160e-02,0.000000000000000000e+00
2.658080000000000165e-02,0.000000000000000000e+00
2.672100000000000170e-02,0.000000000000000000e+00
2.686120000000000174e-02,0.000000000000000000e+00
2.700140000000000179e-02,0.000000000000000000e+00
2.714160000000000184e-02,0.000000000000000000e+00
2.728180000000000188e-02,0.000000000000000000e+00
2.742200000000000193e-02,0.000000000000000000e+00
2.756220000000000198e-02,0.000000000000000000e+00
2.770240000000000202e-02,0.000000000000000000e+00
2.784260000000000207e-02,0.000000000000000000e+00
2.798280000000000212e-02,0.000000000000000000e+00
2.802999999999999936e-02,0.000000000000000000e+00
2.817039999999999822e-02,0.000000000000000000e+00
2.831079999999999708e-02,0.000000000000000000e+00
2.845119999999999594e-02,0.000000000000000000e+00
2.859159999999999480e-02,0.000000000000000000e+00
2.873199999999999366e-02,0.000000000000000000e+00
2.887239999999999251e-02,0.000000000000000000e+00
2.901279999999999137e-02,0.000000000000000000e+00
2.915319999999999023e-02,0.000000000000000000e+00
2.929359999999998909e-02,0.000000000000000000e+00
2.943399999999998795e-02,0.000000000000000000e+00
2.957439999999998681e-02,0.000000000000000000e+00
2.971479999999998567e-02,0.000000000000000000e+00
2.985519999999998453e-02,0.000000000000000000e+00
2.999559999999998339e-02,0.000000000000000000e+00
3.005000000000000032e-02,0.000000000000000000e+00
3.018900000000000056e-02,0.000000000000000000e+00
3.032800000000000079e-02,0.000000000000000000e+00
3.046700000000000103e-02,0.000000000000000000e+00
3.060600000000000126e-02,0.000000000000000000e+00
3.074500000000000149e-02,0.000000000000000000e+00
3.088400000000000173e-02,0.000000000000000000e+00
3.102300000000000196e-02,0.000000000000000000e+00
3.116200000000000220e-02,0.000000000000000000e+00
3.130100000000000243e-02,0.000000000000000000e+00
3.144000000000000267e-02,0.000000000000000000e+00
3.157900000000000290e-02,0.000000000000000000e+00
3.171800000000000314e-02,0.000000000000000000e+00
3.185700000000000337e-02,0.000000000000000000e+00
3.199600000000000360e-02,0.000000000000000000e+00
3.200000000000000067e-02,0.000000000000000000e+00
3.214020000000000071e-02,0.000000000000000000e+00
3.228040000000000076e-02,0.000000000000000000e+00
3.242060000000000081e-02,0.000000000000000000e+00
3.256080000000000085e-02,0.000000000000000000e+00
3.270100000000000090e-02,0.000000000000000000e+00
3.284120000000000095e-02,0.000000000000000000e+00
3.298140000000000099e-02,0.000000000000000000e+00
3.312160000000000104e-02,0.000000000000000000e+00
3.326180000000000109e-02,0.000000000000000000e+00
3.340200000000000113e-02,0.000000000000000000e+00
3.354220000000000118e-02,0.000000000000000000e+00
3.368240000000000123e-02,0.000000000000000000e+00
3.382260000000000127e-02,0.000000000000000000e+00
3.396280000000000132e-02,0.000000000000000000e+00
3.400999999999999857e-02,0.000000000000000000e+00
3.415039999999999742e-02,0.000000000000000000e+00
3.429079999999999628e-02,0.000000000000000000e+00
3.443119999999999514e-02,0.000000000000000000e+00
3.457159999999999400e-02,0.000000000000000000e+00
3.471199999999999286e-02,0.000000000000000000e+00
3.485239999999999172e-02,0.000000000000000000e+00
3.499279999999999058e-02,0.000000000000000000e+00
3.513319999999998944e-02,0.000000000000000000e+00
3.527359999999998830e-02,0.000000000000000000e+00
3.541399999999998716e-02,0.000000000000000000e+00
3.555439999999998602e-02,0.000000000000000000e+00
3.569479999999998487e-02,0.000000000000000000e+00
3.583519999999998373e-02,0.000000000000000000e+00
3.597559999999998259e-02,0.000000000000000000e+00
3.602999999999999953e-02,0.000000000000000000e+00
3.617019999999999957e-02,0.000000000000000000e+00
3.631039999999999962e-02,0.000000000000000000e+00
3.645059999999999967e-02,0.000000000000000000e+00
3.659079999999999971e-02,0.000000000000000000e+00
3.673099999999999976e-02,0.000000000000000000e+00
3.687119999999999981e-02,0.000000000000000000e+00
3.701139999999999985e-02,0.000000000000000000e+00
3.715159999999999990e-02,0.000000000000000000e+00
3.729179999999999995e-02,0.000000000000000000e+00
3.743200000000000000e-02,0.000000000000000000e+00
3.757220000000000004e-02,0.000000000000000000e+00
3.771240000000000009e-02,0.000000000000000000e+00
3.785260000000000014e-02,0.000000000000000000e+00
3.799280000000000018e-02,0.000000000000000000e+00
3.803999999999999743e-02,0.000000000000000000e+00
3.817899999999999766e-02,0.000000000000000000e+00
3.831799999999999790e-02,0.000000000000000000e+00
3.845699999999999813e-02,0.000000000000000000e+00
3.859599999999999836e-02,0.000000000000000000e+00
3.873499999999999860e-02,0.000000000000000000e+00
3.887399999999999883e-02,0.000000000000000000e+00
3.901299999999999907e-02,0.000000000000000000e+00
3.915199999999999930e-02,0.000000000000000000e+00
3.929099999999999954e-02,0.000000000000000000e+00
3.942999999999999977e-02,0.000000000000000000e+00
3.956900000000000001e-02,0.000000000000000000e+00
3.970800000000000024e-02,0.000000000000000000e+00
3.984700000000000047e-02,0.000000000000000000e+00
3.998600000000000071e-02,0.000000000000000000e+00
3.998999999999999777e-02,0.000000000000000000e+00
4.013039999999999663e-02,0.000000000000000000e+00
4.027079999999999549e-02,0.000000000000000000e+00
4.041119999999999435e-02,0.000000000000000000e+00
4.055159999999999321e-02,0.000000000000000000e+00
4.069199999999999207e-02,0.000000000000000000e+00
4.083239999999999092e-02,0.000000000000000000e+00
4.097279999999998978e-02,0.000000000000000000e+00
4.111319999999998864e-02,0.000000000000000000e+00
4.125359999999998750e-02,0.000000000000000000e+00
4.139399999999998636e-02,0.000000000000000000e+00
4.153439999999998522e-02,0.000000000000000000e+00
4.167479999999998408e-02,0.000000000000000000e+00
4.181519999999998294e-02,0.000000000000000000e+00
4.195559999999998180e-02,0.000000000000000000e+00
4.200999999999999873e-02,0.000000000000000000e+00
4.215019999999999878e-02,0.000000000000000000e+00
4.229039999999999883e-02,0.000000000000000000e+00
4.243059999999999887e-02,0.000000000000000000e+00
4.257079999999999892e-02,0.000000000000000000e+00
4.271099999999999897e-02,0.000000000000000000e+00
4.285119999999999901e-02,0.000000000000000000e+00
4.299139999999999906e-02,0.000000000000000000e+00
4.313159999999999911e-02,0.000000000000000000e+00
4.327179999999999915e-02,0.000000000000000000e+00
4.341199999999999920e-02,0.000000000000000000e+00
4.355219999999999925e-02,0.000000000000000000e+00
4.369239999999999929e-02,0.000000000000000000e+00
4.383259999999999934e-02,0.000000000000000000e+00
4.397279999999999939e-02,0.000000000000000000e+00
4.401999999999999663e-02,0.000000000000000000e+00
4.416039999999999549e-02,0.000000000000000000e+00
4.430079999999999435e-02,0.000000000000000000e+00
4.444119999999999321e-02,0.000000000000000000e+00
4.458159999999999207e-02,0.000000000000000000e+00
4.472199999999999093e-02,0.000000000000000000e+00
4.486239999999998979e-02,0.000000000000000000e+00
4.500279999999998864e-02,0.000000000000000000e+00
4.514319999999998750e-02,0.000000000000000000e+00
4.528359999999998636e-02,0.000000000000000000e+00
4.542399999999998522e-02,0.000000000000000000e+00
4.556439999999998408e-02,0.000000000000000000e+00
4.570479999999998294e-02,0.000000000000000000e+00
4.584519999999998180e-02,0.000000000000000000e+00
4.598559999999998066e-02,0.000000000000000000e+00
4.603999999999999759e-02,0.000000000000000000e+00
4.617899999999999783e-02,0.000000000000000000e+00
4.631799999999999806e-02,0.000000000000000000e+00
4.645699999999999830e-02,0.000000000000000000e+00
4.659599999999999853e-02,0.000000000000000000e+00
4.673499999999999877e-02,0.000000000000000000e+00
4.687399999999999900e-02,0.000000000000000000e+00
4.701299999999999923e-02,0.000000000000000000e+00
4.715199999999999947e-02,0.000000000000000000e+00
4.729099999999999970e-02,0.000000000000000000e+00
4.742999999999999994e-02,0.000000000000000000e+00
4.756900000000000017e-02,0.000000000000000000e+00
4.770800000000000041e-02,0.000000000000000000e+00
4.784700000000000064e-02,0.000000000000000000e+00
4.798600000000000088e-02,0.000000000000000000e+00
4.798999999999999794e-02,0.000000000000000000e+00
4.813019999999999798e-02,0.000000000000000000e+00
4.827039999999999803e-02,0.000000000000000000e+00
4.841059999999999808e-02,0.000000000000000000e+00
4.855079999999999812e-02,0.000000000000000000e+00
4.869099999999999817e-02,0.000000000000000000e+00
4.883119999999999822e-02,0.000000000000000000e+00
4.897139999999999826e-02,0.000000000000000000e+00
4.911159999999999831e-02,0.000000000000000000e+00
4.925179999999999836e-02,0.000000000000000000e+00
4.939199999999999841e-02,0.000000000000000000e+00
4.953219999999999845e-02,0.000000000000000000e+00
4.967239999999999850e-02,0.000000000000000000e+00
4.981259999999999855e-02,0.000000000000000000e+00
4.995279999999999859e-02,0.000000000000000000e+00
5.000000000000000278e-02,0.000000000000000000e+00
5.014040000000000163e-02,0.000000000000000000e+00
5.028080000000000049e-02,0.000000000000000000e+00
5.042119999999999935e-02,0.000000000000000000e+00
5.056159999999999821e-02,0.000000000000000000e+00
5.070199999999999707e-02,0.000000000000000000e+00
5.084239999999999593e-02,0.000000000000000000e+00
5.098279999999999479e-02,0.000000000000000000e+00
5.112319999999999365e-02,0.000000000000000000e+00
5.126359999999999251e-02,0.000000000000000000e+00
5.140399999999999137e-02,0.000000000000000000e+00
5.154439999999999023e-02,0.000000000000000000e+00
5.168479999999998908e-02,0.000000000000000000e+00
5.182519999999998794e-02,0.000000000000000000e+00
5.196559999999998680e-02,0.000000000000000000e+00
5.201999999999999680e-02,0.000000000000000000e+00
5.216019999999999684e-02,0.000000000000000000e+00
5.230039999999999689e-02,0.000000000000000000e+00
5.244059999999999694e-02,0.000000000000000000e+00
5.258079999999999699e-02,0.000000000000000000e+00
5.272099999999999703e-02,0.000000000000000000e+00
5.286119999999999708e-02,0.000000000000000000e+00
5.300139999999999713e-02,0.000000000000000000e+00
5.314159999999999717e-02,0.000000000000000000e+00
5.328179999999999722e-02,0.000000000000000000e+00
5.342199999999999727e-02,0.000000000000000000e+00
5.356219999999999731e-02,0.000000000000000000e+00
5.370239999999999736e-02,0.000000000000000000e+00
5.384259999999999741e-02,0.000000000000000000e+00
5.398279999999999745e-02,0.000000000000000000e+00
5.403000000000000164e-02,0.000000000000000000e+00
5.417040000000000050e-02,0.000000000000000000e+00
5.431079999999999935e-02,0.000000000000000000e+00
5.445119999999999821e-02,0.000000000000000000e+00
5.459159999999999707e-02,0.000000000000000000e+00
5.473199999999999593e-02,0.000000000000000000e+00
5.487239999999999479e-02,0.000000000000000000e+00
5.501279999999999365e-02,0.000000000000000000e+00
5.515319999999999251e-02,0.000000000000000000e+00
5.529359999999999137e-02,0.000000000000000000e+00
5.543399999999999023e-02,0.000000000000000000e+00
5.557439999999998909e-02,0.000000000000000000e+00
5.571479999999998795e-02,0.000000000000000000e+00
5.585519999999998680e-02,0.000000000000000000e+00
5.599559999999998566e-02,0.000000000000000000e+00
5.605000000000000260e-02,0.000000000000000000e+00
5.618900000000000283e-02,0.000000000000000000e+00
5.632800000000000307e-02,0.000000000000000000e+00
5.646700000000000330e-02,0.000000000000000000e+00
5.660600000000000354e-02,0.000000000000000000e+00
5.674500000000000377e-02,0.000000000000000000e+00
5.688400000000000400e-02,0.000000000000000000e+00
5.702300000000000424e-02,0.000000000000000000e+00
5.716200000000000447e-02,0.000000000000000000e+00
5.730100000000000471e-02,0.000000000000000000e+00
5.744000000000000494e-02,0.000000000000000000e+00
5.757900000000000518e-02,0.000000000000000000e+00
5.771800000000000541e-02,0.000000000000000000e+00
5.785700000000000565e-02,0.000000000000000000e+00
5.799600000000000588e-02,0.000000000000000000e+00
5.800000000000000294e-02,0.000000000000000000e+00
5.814020000000000299e-02,0.000000000000000000e+00
5.828040000000000304e-02,0.000000000000000000e+00
5.842060000000000308e-02,0.000000000000000000e+00
5.856080000000000313e-02,0.000000000000000000e+00
5.870100000000000318e-02,0.000000000000000000e+00
5.884120000000000322e-02,0.000000000000000000e+00
5.898140000000000327e-02,0.000000000000000000e+00
5.912160000000000332e-02,0.000000000000000000e+00
5.926180000000000336e-02,0.000000000000000000e+00
5.940200000000000341e-02,0.000000000000000000e+00
5.954220000000000346e-02,0.000000000000000000e+00
5.968240000000000350e-02,0.000000000000000000e+00
5.982260000000000355e-02,0.000000000000000000e+00
5.996280000000000360e-02,0.000000000000000000e+00
6.001000000000000084e-02,0.000000000000000000e+00
6.015039999999999970e-02,0.000000000000000000e+00
6.029079999999999856e-02,0.000000000000000000e+00
6.043119999999999742e-02,0.000000000000000000e+00
6.057159999999999628e-02,0.000000000000000000e+00
6.071199999999999514e-02,0.000000000000000000e+00
6.085239999999999400e-02,0.000000000000000000e+00
6.099279999999999285e-02,0.000000000000000000e+00
6.113319999999999171e-02,0.000000000000000000e+00
6.127359999999999057e-02,0.000000000000000000e+00
6.141399999999998943e-02,0.000000000000000000e+00
6.155439999999998829e-02,0.000000000000000000e+00
6.169479999999998715e-02,0.000000000000000000e+00
6.183519999999998601e-02,0.000000000000000000e+00
6.197559999999998487e-02,0.000000000000000000e+00
6.203000000000000180e-02,0.000000000000000000e+00
6.217020000000000185e-02,0.000000000000000000e+00
6.231040000000000190e-02,0.000000000000000000e+00
6.245060000000000194e-02,0.000000000000000000e+00
6.259080000000000199e-02,0.000000000000000000e+00
6.273100000000000898e-02,0.000000000000000000e+00
6.287120000000000208e-02,0.000000000000000000e+00
6.301139999999999519e-02,0.000000000000000000e+00
6.315160000000000218e-02,0.000000000000000000e+00
6.329180000000000916e-02,0.000000000000000000e+00
6.343200000000000227e-02,0.000000000000000000e+00
6.357219999999999538e-02,0.000000000000000000e+00
6.371240000000000236e-02,0.000000000000000000e+00
6.385260000000000935e-02,0.000000000000000000e+00
6.399280000000000246e-02,0.000000000000000000e+00
6.403999999999999970e-02,0.000000000000000000e+00
6.417920000000000569e-02,0.000000000000000000e+00
6.431840000000001167e-02,0.000000000000000000e+00
6.445760000000001766e-02,0.000000000000000000e+00
6.459680000000002364e-02,0.000000000000000000e+00
6.473600000000002963e-02,0.000000000000000000e+00
6.487520000000003562e-02,0.000000000000000000e+00
6.501440000000004160e-02,0.000000000000000000e+00
6.515360000000004759e-02,0.000000000000000000e+00
6.529280000000005357e-02,0.000000000000000000e+00
6.543200000000005956e-02,0.000000000000000000e+00
6.557120000000006554e-02,0.000000000000000000e+00
6.571040000000007153e-02,0.000000000000000000e+00
6.584960000000007752e-02,0.000000000000000000e+00
6.598880000000008350e-02,0.000000000000000000e+00
6.600000000000000311e-02,0.000000000000000000e+00
6.614019999999999622e-02,0.000000000000000000e+00
6.628039999999998932e-02,0.000000000000000000e+00
6.642059999999998243e-02,0.000000000000000000e+00
6.656079999999997554e-02,0.000000000000000000e+00
6.670099999999996865e-02,0.000000000000000000e+00
6.684119999999996176e-02,0.000000000000000000e+00
6.698139999999995486e-02,0.000000000000000000e+00
6.712159999999994797e-02,0.000000000000000000e+00
6.726179999999994108e-02,0.000000000000000000e+00
6.740199999999993419e-02,0.000000000000000000e+00
6.754219999999992730e-02,0.000000000000000000e+00
6.768239999999992040e-02,0.000000000000000000e+00
6.782259999999991351e-02,0.000000000000000000e+00
6.796279999999990662e-02,0.000000000000000000e+00
6.801000000000000101e-02,0.000000000000000000e+00
6.815019999999999412e-02,0.000000000000000000e+00
6.829039999999998722e-02,0.000000000000000000e+00
6.843059999999998033e-02,0.000000000000000000e+00
6.857079999999997344e-02,0.000000000000000000e+00
6.871099999999996655e-02,0.000000000000000000e+00
6.885119999999995966e-02,0.000000000000000000e+00
6.899139999999995276e-02,0.000000000000000000e+00
6.913159999999994587e-02,0.000000000000000000e+00
6.927179999999993898e-02,0.000000000000000000e+00
6.941199999999993209e-02,0.000000000000000000e+00
6.955219999999992520e-02,0.000000000000000000e+00
6.969239999999991830e-02,0.000000000000000000e+00
6.983259999999991141e-02,0.000000000000000000e+00
6.997279999999990452e-02,0.000000000000000000e+00
7.001999999999999891e-02,0.000000000000000000e+00
7.016039999999999777e-02,0.000000000000000000e+00
7.030079999999999663e-02,0.000000000000000000e+00
7.044119999999999548e-02,0.000000000000000000e+00
7.058159999999999434e-02,0.000000000000000000e+00
7.072199999999999320e-02,0.000000000000000000e+00
7.086239999999999206e-02,0.000000000000000000e+00
7.100279999999999092e-02,0.000000000000000000e+00
7.114319999999998978e-02,0.000000000000000000e+00
7.128359999999998864e-02,0.000000000000000000e+00
7.142399999999998750e-02,0.000000000000000000e+00
7.156439999999998636e-02,0.000000000000000000e+00
7.170479999999998522e-02,0.000000000000000000e+00
7.184519999999998408e-02,0.000000000000000000e+00
7.198559999999998293e-02,0.000000000000000000e+00
7.204000000000000681e-02,0.000000000000000000e+00
7.217900000000000704e-02,0.000000000000000000e+00
7.231800000000000728e-02,0.000000000000000000e+00
7.245700000000000751e-02,0.000000000000000000e+00
7.259600000000000775e-02,0.000000000000000000e+00
7.273500000000000798e-02,0.000000000000000000e+00
7.287400000000000821e-02,0.000000000000000000e+00
7.301300000000000845e-02,0.000000000000000000e+00
7.315200000000000868e-02,0.000000000000000000e+00
7.329100000000000892e-02,0.000000000000000000e+00
7.343000000000000915e-02,0.000000000000000000e+00
7.356900000000000939e-02,0.000000000000000000e+00
7.370800000000000962e-02,0.000000000000000000e+00
7.384700000000000986e-02,0.000000000000000000e+00
7.398600000000001009e-02,0.000000000000000000e+00
7.399000000000000021e-02,0.000000000000000000e+00
7.413039999999999907e-02,0.000000000000000000e+00
7.427079999999999793e-02,0.000000000000000000e+00
7.441119999999999679e-02,0.000000000000000000e+00
7.455159999999999565e-02,0.000000000000000000e+00
7.469199999999999451e-02,0.000000000000000000e+00
7.483239999999999337e-02,0.000000000000000000e+00
7.497279999999999223e-02,0.000000000000000000e+00
7.511319999999999109e-02,0.000000000000000000e+00
7.525359999999998994e-02,0.000000000000000000e+00
7.539399999999998880e-02,0.000000000000000000e+00
7.553439999999998766e-02,0.000000000000000000e+00
7.567479999999998652e-02,0.000000000000000000e+00
7.581519999999998538e-02,0.000000000000000000e+00
7.595559999999998424e-02,0.000000000000000000e+00
7.600999999999999424e-02,0.000000000000000000e+00
7.615020000000000122e-02,0.000000000000000000e+00
7.629040000000000821e-02,0.000000000000000000e+00
7.643060000000001519e-02,0.000000000000000000e+00
7.657080000000002218e-02,0.000000000000000000e+00
7.671100000000002916e-02,0.000000000000000000e+00
7.685120000000003615e-02,0.000000000000000000e+00
7.699140000000004314e-02,0.000000000000000000e+00
7.713160000000005012e-02,0.000000000000000000e+00
7.727180000000005711e-02,0.000000000000000000e+00
7.741200000000006409e-02,0.000000000000000000e+00
7.755220000000007108e-02,0.000000000000000000e+00
